source,source_url,retrieved_at,keep_numeric_id,project_id,project_acronym,project_name,programme,programming_period,status,start_date,end_date,lead_partner_name,lead_partner_country,partner_count,themes,project_summary_excerpt,outputs_excerpt
keep.eu,https://keep.eu/projects/23621/,2026-06-01T04:42:57.066Z,23621,23621,MERCAMARKT,IMPROVING THE COMPETITIVENESS OF AGRICULTURAL AND ARTISANAL MARKETS IN THE MAC COOPERATION SPACE,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Ayuntamiento de Teguise,Spain,1,Agriculture and fisheries and forestry,"With the development of the MERCAMARKT project, through shared experiences and the development of the joint work programme, it is intended to:

1) Reflect on the concept of the agricultural and artisanal market (procedure and criteria for selecting producers, products that can b...",
keep.eu,https://keep.eu/projects/23620/,2026-06-01T04:42:57.066Z,23620,23620,ConfiÁfri2,SUPPORT SOCIAL ENTREPRENEURSHIP AND IMPROVE ITS COMPETITIVENESS IN THE MACARONESIAN AREA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Federación Provincial de la Pyme del Metal y Nuevas,Spain,1,Clustering and economic cooperation | SME and entrepreneurship,"The ConfiÁfri2 project responds to the objective of continuing with the improvement of competitiveness and institutional relations in the business field of the Macaronesian area. Thus, with the activities carried out in ConfiÁfri2 it is expected to increase the level of knowledg...",
keep.eu,https://keep.eu/projects/23619/,2026-06-01T04:42:57.066Z,23619,23619,CUSTOMS,TRADE FACILITATION SYSTEM TO INCREASE TRADE EXCHANGE IN THE AREA OF COOPERATION AND OF THE SPACE OF COOPERATION WITH OUTSIDE,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,"Sociedad Canaria de Fomento Económico, S. A.",Spain,1,Clustering and economic cooperation,"The CUSTOMS project focuses on two major areas of action:

1. Increase trade within the area of cooperation. To this end, it is intended to: I). Identify those segments where complementarities can occur between regions; II). Promote trade between regions in these segments; enhan...",
keep.eu,https://keep.eu/projects/23618/,2026-06-01T04:42:57.066Z,23618,23618,SMART-ECO,INTELLIGENT TERRITORIES FOR THE IMPROVEMENT OF THE DIGITAL COMPETITIVENESS OF COMPANIES AND ENTREPRENEURS OF THE MAC SPACE.,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Ayuntamiento de Adeje,Spain,1,ICT and digital society | SME and entrepreneurship,"The SMART-ECO project consists of creating a platform of smart cities to improve the digital competitiveness of companies, micro-enterprises, self-employed and entrepreneurs. This digital transformation of the local economy will result in greater capacity for companies to grow i...",
keep.eu,https://keep.eu/projects/23617/,2026-06-01T04:42:57.066Z,23617,23617,CITY+,CONSOLIDATION OF MACARONESIA’S NETWORK OF WORLD HERITAGE CITIES,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,AYUNTAMIENTO DE SAN CRISTÓBAL DE LA LAGUNA,Spain,1,Clustering and economic cooperation,"The CITY+ project is primarily focused on:
1) The internationalisation of professionals and local companies.- It is intended to achieve this goal, through mobility actions and exchange between professionals, entrepreneurs, companies, and young talents, among the participating ci...",
keep.eu,https://keep.eu/projects/23616/,2026-06-01T04:42:57.066Z,23616,23616,SMARTBLUEF,STRENGTHENING THE CENTRAL ATLANTIC ALLIANCE FOR SME COMPETITIVENESS IN THE BLUE ECONOMY,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Cluster Marítimo de Canarias (CMC),Spain,1,SME and entrepreneurship,"SMARTBLUEF aims to consolidate the transnational alliance of agents in support of innovation as a tool to promote innovative culture and internationalisation, through the use of synergies, capacities and shared resources in the area of MAC cooperation. To this end, it is structu...",
keep.eu,https://keep.eu/projects/23615/,2026-06-01T04:42:57.066Z,23615,23615,FiiHUB,CREATION AND IMPLEMENTATION OF THE FIRST DIGITAL INNOVATION HUB OF THE INTERNET OF THE FUTURE FOR THE TECHNOLOGICAL ACCELERATION OF SMES IN MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2021-12-31,CABILDO INSULAR DE LA PALMA,Spain,1,ICT and digital society | SME and entrepreneurship,"Innovation Hubs or iHubs are taking a leading role in the business world, especially from European companies. The FiiHUB project proposes to create an ecosystem in the region, consisting of the main actors: SMEs, startups, researchers, accelerators, investors, etc. that have in...",
keep.eu,https://keep.eu/projects/23614/,2026-06-01T04:42:57.066Z,23614,23614,4p0rt,TRANSITION OF ENTITIES AND PORT COMPANIES FROM THE MAC COOPERATION SPACE TO INDUSTRY 4.0 AND SMART PORTS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-08-01,2022-07-31,Fundación Canaria Puertos de Las Palmas,Spain,1,Infrastructure,"The 4p0rt project will focus on achieving three key objectives:

— Create the action strategy based on the analysis of global initiatives and local capabilities in the field of Industry

4.0 and Smart Port, as well as provide port entities/companies/startup with tools and servic...",
keep.eu,https://keep.eu/projects/23613/,2026-06-01T04:42:57.066Z,23613,23613,DATALAB,IMPROVING THE COMPETITIVENESS OF COMPANIES IN THE TOURISM AND TECHNOLOGY SECTOR OF THE COLLABORATIVE SPACE THROUGH THE DEVELOPMENT AND EXECUTION OF A STRATEGY BASED AND BIG DATA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Sociedad de Promoción Económica de Gran,Spain,1,Clustering and economic cooperation | Tourism,"The DATALAB project focuses on supporting technology companies to promote the deployment of technologies based on data analytics, to collect, process, analyse and visualise information that improves the competitiveness of tourism companies and, by extension, of the tourist desti...",
keep.eu,https://keep.eu/projects/23612/,2026-06-01T04:42:57.066Z,23612,23612,AFRIMAC 2,"CAPITALISATION OF THE PROGRAMME FOR BUSINESS, TECHNOLOGICAL, ENTREPRENEURIAL AND INNOVATIVE EXCHANGE IN MATTERS OF HIGH ECONOMIC IMPACT BETWEEN THE CANARY ISLANDS AND WEST AFRICA",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Cabildo de Fuerteventura,Spain,1,Clustering and economic cooperation,"AFRIMAC2 seeks to promote the internationalisation of companies in the space of cooperation in areas of high added value with a strong gender approach.
In a transversal way, in order to increase trade exchanges internationally, it is proposed to capitalise on the implementation...",
keep.eu,https://keep.eu/projects/23611/,2026-06-01T04:42:57.066Z,23611,23611,AGRO_FEM,COMMERCIALISATION AND ENHANCEMENT OF AGRICULTURAL PRODUCTS FROM THE CANARY ISLANDS AND SENEGAL THROUGH THE EMPOWERMENT OF WOMEN IN THE COOPERATIVES OF EACH REGION AND THE EXCHANGE OF EXPERIENCES,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Universidad de La Laguna,Spain,1,Agriculture and fisheries and forestry,"The AGRO_FEM project aims to enhance the value of women’s agricultural cooperatives belonging to the regions of the Canary Islands and Senegal, as well as promoting the marketing of their agricultural products in new markets. To achieve this, AGRO_FEM proposes to work through th...",
keep.eu,https://keep.eu/projects/23610/,2026-06-01T04:42:57.066Z,23610,23610,BLUE-TEC,CREATION OF AN INNOVATIVE MODEL OF BUSINESS COOPERATION AND SMART GROWTH TO GENERATE GREATER ADDED VALUE AND IMPROVE THE COMMERCIAL OFFER OF THE NAUTICAL AND PORT SECTOR OF MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2021-12-31,ENTIDAD PÚBLICA EMPRESARIAL PUERTOS,Spain,1,Clustering and economic cooperation | SME and entrepreneurship,"Blue-TEC associates SMEs and public actors of nautical-port, coastal-sea tourism and its related sectors to develop and implement a new business model of specialisation and intelligent cooperation Blue Tourism, focused essentially towards the internationalisation of its services...",
keep.eu,https://keep.eu/projects/23609/,2026-06-01T04:42:57.066Z,23609,23609,MODAMAC,BUSINESS COOPERATION FOR ACCESS TO THE EXTERNAL MARKET AND ATTRACTION OF INVESTMENTS BY THE FASHION AND CLOTHING INDUSTRY IN THE MACARONESIAN REGION,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Cabildo de Gran Canaria,Spain,1,Clustering and economic cooperation,The MODAMAC project arises from the need to support companies in the textile sector whose internationalisation is limited by their small size and productive capacity. Its main objective is to improve its competitiveness and production capacity by taking advantage of the advantag...,
keep.eu,https://keep.eu/projects/23608/,2026-06-01T04:42:57.066Z,23608,23608,DigiMac2020,PROGRAMME TO BOOST SMES FROM MACARONESIAN REGIONS IN INTERNATIONAL DIGITAL MARKETS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2021-10-31,Fundación Canaria Universitaria de Las Palmas,Spain,1,ICT and digital society | SME and entrepreneurship,"The fundamental objective of the DigiMac2020 project is to help SMEs operate in international digital markets.
To this end, three main actions will be carried out:

1. Advisory and consulting services provided by internationalisation consultants specialised in business and digit...",
keep.eu,https://keep.eu/projects/23607/,2026-06-01T04:42:57.066Z,23607,23607,WELCOME2,DESTINATION INTELLIGENCE. STRATEGY TO ANALYSE TOURIST BEHAVIOR IN TOURIST DESTINATIONS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Ayuntamiento de Teguise,Spain,1,Tourism,"WELCOME2 is a project that aims to define a long-term strategy that allows the territories of the MAC space cooperation area to be transformed into intelligent tourist destinations, through the implementation of innovative technological solutions. In this way, the territories wi...",
keep.eu,https://keep.eu/projects/23606/,2026-06-01T04:42:57.066Z,23606,23606,AD4MAC,PROMOTING THE CIRCULAR ECONOMY AND RENEWABLE ENERGIES THROUGH THE ANAEROBIC DIGESTION OF ORGANIC WASTE AND BY-PRODUCTS IN MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Universidad de La Laguna,Spain,1,Renewable energy | Waste and pollution,"AD4MAC aims to promote the circular economy and the production of renewable energy in the agri-food companies and industries of the region through the proper management of waste and organic by-products, while reducing the environmental impact. AD4MAC proposes to valorise these w...",
keep.eu,https://keep.eu/projects/23605/,2026-06-01T04:42:57.066Z,23605,23605,FRUTTMAC,TRANSFER OF R & D & I FOR THE SUSTAINABLE DEVELOPMENT OF TROPICAL FRUIT TREES IN MACARONESIA.T,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Instituto Canario de Investigaciones Agrarias (ICIA),Spain,1,Agriculture and fisheries and forestry,"The FRUTTMAC project is a project of extensive cooperation in R & D I between research centers, universities and companies, with the active participation of regional and island public administrations, as well as different professional associations. It is therefore an integral pr...",
keep.eu,https://keep.eu/projects/23604/,2026-06-01T04:42:57.066Z,23604,23604,AHIDAGRO,"CONTRIBUTION TO WATER SAVINGS IN STRATEGIC CROPS FOR THE PRIMARY SECTOR OF THE CANARY ISLANDS AND MADEIRA THROUGH THE APPLICATION OF BIOACTIVE NATURAL PRODUCTS AND EXTRACTS WITH OSMOPROTECTORAS PROPERTIES
PROGRESS OF SUSTAINABLE MARINE AREA PLANNING IN MACARONESIA",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,INSTITUTO DE PRODUCTOS NATURALES Y,Spain,1,Agriculture and fisheries and forestry,The AHIDAGRO project proposes to develop actions that promote the adaptation of agriculture and the main regional agricultural crops to the new climatic conditions and scenarios (increasing temperature and decreasing the useful life of water resources) guaranteeing economic acti...,
keep.eu,https://keep.eu/projects/23603/,2026-06-01T04:42:57.066Z,23603,23603,MICROGRID-BLUE,SMART MICROGRIDS FOR THE MASS INTEGRATION OF DISTRIBUTED RENEWABLES IN THE ELECTRICITY SYSTEMS OF THE CANARY ISLANDS AND WEST AFRICA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,INSTITUTO TECNOLOGICO DE CANARIAS S.A.,Spain,1,Renewable energy,"The objective of the MICROGRID-BLUE project is the development of innovative solutions from the technological, regulatory, social and economic point of view for the aggregation of distributed generation plants, residential and community energy storage systems and electrical and...",
keep.eu,https://keep.eu/projects/23602/,2026-06-01T04:42:57.066Z,23602,23602,REBECA-CCT,"NETWORK OF EXCELLENCE IN BLUE BIOTECHNOLOGY (ALGAE) OF THE MACARONESIAN REGION. CONSOLIDATION, CERTIFICATION AND TRANSFER",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Fundación Canaria Parque Científico Tecnológico,Spain,1,Agriculture and fisheries and forestry,"The Interreg-Mac REBECA project has led to the creation of 3 new collections of microalgae and cyanobacteria in the Macaronesian region and the increase of the biological capital of the Collection of the Spanish Algae Bank (BEA). Rebeca-CCT aims to strengthen the work developed,...",
keep.eu,https://keep.eu/projects/23601/,2026-06-01T04:42:57.066Z,23601,23601,APOGEO,PRECISION AGRICULTURE FOR THE IMPROVEMENT OF WINE PRODUCTION IN MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,Spain,1,Agriculture and fisheries and forestry,"Apogeo is based on the application of precision farming techniques as a clear commitment to the intelligent and sustainable cultivation of vineyards, facilitating the optimisation of resources. Apogeo focuses on obtaining as much information as possible from the vineyards, so th...",
keep.eu,https://keep.eu/projects/22112/,2026-06-01T04:42:57.066Z,22112,22112,Triple-C,Capitalising climate change projects in risk management for a better Atlantic Area resilience,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-06-30,Association Climatologique de la Moyenne-Garonne et du Sud-Ouest,France,8,"Managing natural and man-made threats, risk management | Climate change and biodiversity","In the past, communities have mainly operated in isolation from each other when dealing with climate change and disaster management. Greater cooperation would increase the effectiveness of reducing people’s vulnerability to rising insecurities and to strengthen the Atlantic Area...",
keep.eu,https://keep.eu/projects/22111/,2026-06-01T04:42:57.066Z,22111,22111,AHFES,A quadruple helix Atlantic Area healthy food ecosystem for growth of SMEs,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-03-01,2022-02-28,Asociación Clúster Alimentario de Galicia,Spain,8,SME and entrepreneurship | Agriculture and fisheries and forestry,"Innovation is a critical aspect of regional development and SMEs capacity to compete and grow. The innovation healthy food & lifestyles ecosystem is envisaged as a space to exploit synergies between stakeholders, discuss common issues, enhance the knowledge & skills exchange.
AH...",
keep.eu,https://keep.eu/projects/22110/,2026-06-01T04:42:57.066Z,22110,22110,TIDE,Atlantic network for developing historical maritime tourism,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,ERNACT EEIG,Ireland,8,Cultural heritage and arts | Tourism,"The Atlantic Area has a very attractive cultural and historical identity, with a unique stock of historical marine assets related to trade, migration and wars which can benefit the socio-economic development of this region.
TIDE project aims to develop and market new types of hi...",
keep.eu,https://keep.eu/projects/22109/,2026-06-01T04:42:57.066Z,22109,22109,PORTOS,Ports towards energy self-sufficiency,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-04-01,2022-03-31,Universidade do Porto,Portugal,12,Renewable energy | Infrastructure,"Sea ports need high-energy supplies and are a source of air pollution, two environmental problems that can be minimized by using renewable energy. Considering the convergence of resources, infrastructures and facilities in ports, marine renewable energy arises as a promising alt...",
keep.eu,https://keep.eu/projects/22107/,2026-06-01T04:42:57.066Z,22107,22107,SIRMA,Strengthening infrastructure risk management in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Universidade do Minho,Portugal,9,"Managing natural and man-made threats, risk management | Transport and mobility",Much of the transport of people and goods in the Atlantic Area takes place via road and rail networks. The performance of these infrastructures is directly affected by extreme natural events and corrosion processes derived from proximity to the Atlantic Ocean. SIRMA will develop...,
keep.eu,https://keep.eu/projects/22103/,2026-06-01T04:42:57.066Z,22103,22103,ACCESS2SEA,New opportunities for more competitive and sustainable blue growth in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-03-01,2022-02-28,Fundación Bahía de Cádiz para el Desarrollo Económico,Spain,9,SME and entrepreneurship | Agriculture and fisheries and forestry,"Marine aquaculture (fish, shellfish, algaculture) is a leading sector of the Atlantic area blue economy that counts on an important tradition in many EU countries and that is relevant in many of its coasts. As only 10% of Atlantic shore seafood is aquaculture-sourced there is gr...",
keep.eu,https://keep.eu/projects/22101/,2026-06-01T04:42:57.066Z,22101,22101,TrailGazersBid,Trail Gazers Bid - An analytical & technical framework to measure returns from trail investment,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Donegal County Council,Ireland,10,Cultural heritage and arts | Tourism | Rural and peripheral development,"The Atlantic Area sparsely populated regions rely heavily on the economic spin-offs from tourism to generate employment and wealth for these communities, resulting in significant investment into the development of trails infrastructure that capitalise on the region´s rich natura...",
keep.eu,https://keep.eu/projects/22096/,2026-06-01T04:42:57.066Z,22096,22096,CABFishMAN,Conservation of Atlantic biodiversity supported by co-management of small-scale fisheries,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-03-03,2022-03-03,Fundacion AZTI - AZTI Fundazioa,Spain,13,Sustainable management of natural resources | Agriculture and fisheries and forestry,"CABFishMAN supports cooperation between the actors involved in small-scale fisheries (SPF), in order to address the transnational challenge in the Atlantic of strengthening the protection of marine resources by advancing the ecosystem management of EPPs. Also, based on the monet...",
keep.eu,https://keep.eu/projects/22095/,2026-06-01T04:42:57.066Z,22095,22095,Atlantic-POSitiVE,Conservation of Atlantic pollination services and control of the invasive species Vespa velutina,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-05-31,2022-05-30,Fundación Centro de Estudos Eurorrexionais Galicia - Norte de Portugal,Spain,10,Sustainable management of natural resources | Climate change and biodiversity,Vespa velutina is a major predator of bees and other pollinators. It was accidentally introduced in Europe and it poses a threat to biodiversity. At present it can be found in the majority of Atlantic regions. This shows that the environmental conditions of the area are favourab...,
keep.eu,https://keep.eu/projects/22092/,2026-06-01T04:42:57.066Z,22092,22092,AT-VIRTUAL,Open innovation to improve maritime safety and security in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,CENTRO EUROPEO DE EMPRESAS E INNOVACIÓN DEL PRINCIPADO DE ASTURIAS,Spain,8,Coastal management and maritime issues | Safety,"At-VIRTUAL will improve the operation of Maritime Safety Training Centres (CFSMs) in the Atlantic Area by encouraging companies to develop solutions based on emerging technologies that respond to the needs of CFSMs, in the area of simulation-based learning for maritime safety op...",
keep.eu,https://keep.eu/projects/22088/,2026-06-01T04:42:57.066Z,22088,22088,AA-FLOODS,"Enhanced prevention, warning, coordination and emergency management tools for floods at local scales",2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-03-01,2022-03-01,Agencia de Régimen Especial del Ciclo Integral de las Aguas del Retortillo,Spain,9,"Managing natural and man-made threats, risk management","Floods are climate change phenomena that affect most people in the Atlantic Area, through increasingly intense rains that overflow rivers and create runoffs in urban areas.
AA-FLOODS aims to reduce human and material damages due to flooding by improving the tools of prevention,...",
keep.eu,https://keep.eu/projects/22084/,2026-06-01T04:42:57.066Z,22084,22084,AGEO,Ageo — Atlantic Platform for Geological Risk Management,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-06-01,2022-05-31,Instituto Superior Técnico - Universidade de Lisboa,Portugal,13,"Managing natural and man-made threats, risk management","The Atlantic region is exposed to a range of low-probability / high-impact events and various hazard risk scenarios, which, due to the low likelihood of occurrence and/or the high cost of mitigating action, lack the level of preparedness for effective monitoring and response.
AG...",
keep.eu,https://keep.eu/projects/19380/,2026-06-01T04:42:57.066Z,19380,19380,SEAFUEL,Sustainable integration of renewable fuels in local transportation,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-12-01,2020-11-30,National University of Ireland Galway,Ireland,10,Renewable energy,"The natural resources found in the Atlantic Area differ from north to south and a collaborative approach to study them as a whole is fundamental to adapt new technologies to the available resources.
SEAFUEL aims to demonstrate the feasibility to power local transportation networ...",
keep.eu,https://keep.eu/projects/19379/,2026-06-01T04:42:57.066Z,19379,19379,3DPARE,Artificial reef 3D printing for Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-06-01,2021-05-31,Universidad de Cantabria,Spain,5,Coastal management and maritime issues | Sustainable management of natural resources,"Artificial reefs (AR) consist of ecological tools to protect or recover marine habitats. However, AR technology has not been optimized for the European framework. This common habitat requires measures to protect or recover natural resources.
The 3DPARE project will develop innov...",
keep.eu,https://keep.eu/projects/19378/,2026-06-01T04:42:57.066Z,19378,19378,MONITOOL,New tools for monitoring the chemical status of transitional and coastal waters in the WFD,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-07-01,2020-06-30,Dublin City University,Ireland,8,Water management | Evaluation systems and results,"The protection of waters in Europe is regulated by the Water Framework Directive (WFD), which is mandatory for all European Union members. Significant progress has been made in the use of passive sampling devices for routine monitoring, but some barriers remain that prevent regu...",
keep.eu,https://keep.eu/projects/19377/,2026-06-01T04:42:57.066Z,19377,19377,REDAWN,Reducing energy dependency in Atlantic Area water networks,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-09-01,2020-08-31,Action Renewables,United Kingdom,9,Water management | Energy efficiency,"The water industry is the fourth most energy intensive sector in the Atlantic Area, responsible for significant contributions to climate change and reductions in the competitiveness due to the associated costs, but with the potential to generate local renewable energy in water n...",
keep.eu,https://keep.eu/projects/19376/,2026-06-01T04:42:57.066Z,19376,19376,PRIMROSE,Predicting risk and impact of harmful events on the aquaculture sector,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-11-13,2020-12-12,Marine Institute,Ireland,10,"Managing natural and man-made threats, risk management | Agriculture and fisheries and forestry","The aquaculture sector on Europe’s Atlantic Area is negatively impacted by the effects of harmful blooms and microbial pathogens. The PRIMROSE project aims to strengthen risk management systems in order to grow, innovate and generate jobs in the aquaculture sector. This sector r...",
keep.eu,https://keep.eu/projects/19375/,2026-06-01T04:42:57.066Z,19375,19375,EnhanceMicroAlgae,High added-value industrial opportunities for microalgae in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-11-01,2020-10-31,Asociacion Nacional Centro Tecnico nacional de Conservacion de Productos de la Pesca,Spain,9,Clustering and economic cooperation | Knowledge and technology transfer,"Microalgae comprise 30,000+ known photosynthetic microorganisms, however, few are used commercially. This natural resource offers a great number of industrial possibilities by exploiting their chemical composition with growth manipulations. At the same time, this complexity can...",
keep.eu,https://keep.eu/projects/19373/,2026-06-01T04:42:57.066Z,19373,19373,MMIAH,"Recover and valorization of maritime, military and industrial heritage of the Atlantic Area coast",2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-07-01,2020-06-30,Ayuntamiento de Ferrol,Spain,9,Coastal management and maritime issues | Cultural heritage and arts | Tourism,"One of the main features of the Atlantic Area is its maritime dimension, which gives this territorial area a strong cultural identity. The proximity to the sea has led to a common development pattern, both economic and urban in coastal cities, closely linked to the sea and the m...",
keep.eu,https://keep.eu/projects/19371/,2026-06-01T04:42:57.066Z,19371,19371,AYCH,Athletic hubs of young breeders,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-10-01,2020-10-01,Devon County Council,United Kingdom,13,Social inclusion and equal opportunities | SME and entrepreneurship,"AYCH will build a model of social innovation for young people supporting social entrepreneurship, employment and education in the creative and cultural industries, across the Atlantic Area. Connecting people, ideas, skills, technologies and enterprises across a network of hubs t...",
keep.eu,https://keep.eu/projects/19370/,2026-06-01T04:42:57.066Z,19370,19370,CAPITEN,"Atlantic cluster for the technology and economic innovation in ""nautical"" sector",2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-05-31,2020-05-31,Région Bretagne,France,18,Labour market and employment | Cultural heritage and arts | Clustering and economic cooperation,"The nautical industry offers a significant potential for job creation and is a vector for economic development and wealth for the Atlantic Area territories. The marine leisure industry is worth EUR 8.9Bn and employs 85,000 people across the Atlantic Area.
The CAPITEN project has...",
keep.eu,https://keep.eu/projects/19367/,2026-06-01T04:42:57.066Z,19367,19367,MONITOR,Multi-model investigation of tidal energy converter reliability,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-08-29,2021-04-30,Swansea University,United Kingdom,8,Renewable energy,"Marine renewable energy from tides is a significant potential growth industry for the Atlantic Area. There is a barrier to growth due to uncertainty in the engineering design, resulting in technology that is too expensive and risky to attract financial investment.
The MONITOR pr...",
keep.eu,https://keep.eu/projects/19366/,2026-06-01T04:42:57.066Z,19366,19366,CONSORTEX,European maritime export consortia,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-10-02,2019-09-30,Foro Marítimo Vasco,Spain,7,Labour market and employment | SME and entrepreneurship,"In Interreg Atlantic Area, the economic and social importance of the industry and services related to sea is high, and shipbuilding industry has a significant tractor effect on a set of complementary activities carried out, in most cases, by SMEs.
Consortex project aims to set u...",
keep.eu,https://keep.eu/projects/19363/,2026-06-01T04:42:57.066Z,19363,19363,GeoAtlantic,Boosting local ecosystems for the use of geothermal energy in the communities,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-09-01,2020-08-31,CONCELLO DE OURENSE,Spain,12,Renewable energy,"The GeoAtlantic project pursues to promote the use of geothermal energy in the communities through the joint development of tools and methodologies that make possible the creation of favourable local ecosystems, both for heat and power.
The general objective of this project is t...",
keep.eu,https://keep.eu/projects/19361/,2026-06-01T04:42:57.066Z,19361,19361,NASPA,Natural fungicides against air & soil borne pathogens in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2017-12-21,2020-06-30,Bangor University,United Kingdom,13,Soil and air quality | Agriculture and fisheries and forestry,"The Atlantic Area is characterised by high rainfall and high humidity, conditions which increase crop fungal infection and leaching of inputs from soil (EEA, 2009). Crop growers counter these problems by applying high levels of synthetic fungicides and fertilizers. However, heav...",
keep.eu,https://keep.eu/projects/19359/,2026-06-01T04:42:57.066Z,19359,19359,SEA-TRACES,Smart traceability and labeling toolbox for a sustainable seafood production,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2018-01-01,2020-12-31,Agencia Estatal Consejo Superior de Investigaciones Científicas,Spain,10,Evaluation systems and results | Agriculture and fisheries and forestry,"Seafood fraud has been recognised by European Food Safety Agency (EFSA) in 2015 as an emergent risk. Illegal fisheries, fraud and mislabeling are the main issues representing a serious risk to the existence of this important economic activity for the Atlantic Area Regions. The m...",
