source,source_url,retrieved_at,keep_numeric_id,project_id,project_acronym,project_name,programme,programming_period,status,start_date,end_date,lead_partner_name,lead_partner_country,partner_count,themes,project_summary_excerpt,outputs_excerpt
keep.eu,https://keep.eu/projects/23652/,2026-06-01T04:30:59.246Z,23652,23652,CIFCAM,MEDICAL SCIENCE FRUGAL INNOVATION CENTER OF MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2021-09-30,Servicio Canario de la Salud,Spain,1,Health and social services,"The CIFCAM Project aims to democratise access to advanced medical technology by introducing frugal innovation processes, a concept that includes those production processes that allow the obtaining of products of equal utility to other pre-existing ones, but with a complexity and...",
keep.eu,https://keep.eu/projects/23651/,2026-06-01T04:30:59.246Z,23651,23651,LAZOS,STRENGTHENING THE LINKS BETWEEN MACARONESICAS CITIES AND THEIR NEIGHBOURHOOD IN TERMS OF GOOD GOVERNANCE AND DEVELOPMENT,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,AYUNTAMIENTO DE LAS PALMAS DE GRAN,Spain,1,"Governance, partnership","The LAZOS project seeks to contribute to the development of the capital cities of the countries of Cape Verde, Mauritania, Senegal and Las Palmas de Gran Canaria and to promote more efficient and effective models of municipal organisation and management, through a participatory...",
keep.eu,https://keep.eu/projects/23650/,2026-06-01T04:30:59.246Z,23650,23650,OpenDx28,MACARONESIAN OPEN DIAGNOSTIC NETWORK,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Servicio Canario de la Salud,Spain,1,Health and social services,"OpenDx28 is born with a double objective. On the one hand, it aims to correct the difficulties of rural communities’ access to diagnostic tests through a strategy in which all public health services in the cooperating territories actively participate.The rapid testing devices pr...",
keep.eu,https://keep.eu/projects/23649/,2026-06-01T04:30:59.246Z,23649,23649,RIS3_NET2,COMMON MAC SPACE STRATEGY AS A REFERENCE FOR THE DEVELOPMENT OF TRANSREGIONAL RIS3 STRATEGIES,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,"ACIISI - Agencia Canaria de Investigación,",Spain,1,Innovation capacity and awareness-raising | Regional planning and development,"RIS3_NET2 is a project that proposes to work on three main lines:

1. Value the analysis and planning developed in the drafting of the Smart Specialisation Strategy of MAC Space through concrete actions.

2. Position the MAC Space as a reference in the elaboration of Smart Speci...",
keep.eu,https://keep.eu/projects/23648/,2026-06-01T04:30:59.246Z,23648,23648,INTEGRA,PROGRAMME FOR THE INTEGRATION OF MARKETS AND DEVELOPMENT OF THE ECONOMIC AND SOCIAL NEIGHBOURHOOD OF THE REGIONAL REGION OF MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Viceconsejería de Acción Exterior del Gobierno de,Spain,1,Institutional cooperation and cooperation networks,"The INTEGRA project seeks to strengthen institutional cooperation between the regions of Macaronesia through 3 fundamental objectives:

1. Identify common business areas of high added value in the area of cooperation in tourism, trade and blue economy.

2. Define joint strategie...",
keep.eu,https://keep.eu/projects/23647/,2026-06-01T04:30:59.246Z,23647,23647,MEDECOAZUL-MAC,DELIMITATION AND QUANTIFICATION OF THE BLUE ECONOMY OF MACARONESIA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,Instituto Canario de Estadística (ISTAC),Spain,1,Coastal management and maritime issues | Clustering and economic cooperation,"The challenge of the MEDECOAZUL-MAC project is to determine, with official data, how much the sector of the Blue Economy weighs in GDP, agreeing a common definition of the maritime marine sector for the three regions, making its quantification in terms of employment and GVA. The...",
keep.eu,https://keep.eu/projects/23646/,2026-06-01T04:30:59.246Z,23646,23646,TREEMAC,"EURO-AFRICAN NETWORK OF NATURAL SPACES TO PROMOTE THE IMPROVEMENT OF KNOWLEDGE, VALORISATION AND MANAGEMENT OF BIODIVERSITY AND ECOSYSTEMS",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Fundación Canaria para la Reforestación,Spain,1,Climate change and biodiversity,"One of the fundamental principles of TREEMAC is the cooperation between the Canary Islands, Cape Verde, Senegal and Mauritania, in the conservation, protection, management and value of their biodiversity, their native species, their protected areas as well as in promoting mechan...",
keep.eu,https://keep.eu/projects/23645/,2026-06-01T04:30:59.246Z,23645,23645,Macflor2,ATLAS OF REPRODUCTIVE BIOLOGY OF MACARONESIAN FLORA,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2020-01-01,2022-12-31,CABILDO DE GRAN CANARIA-Jardín Botánico,Spain,1,Scientific cooperation,"Macflor2 is aimed at researching the reproductive systems of macaronesic endemisms. This research, based on the morphological and functional knowledge of the flower as the essence of the success or reproductive failure of populations, will focus its study on endemisms yet unexpl...",
keep.eu,https://keep.eu/projects/23644/,2026-06-01T04:30:59.246Z,23644,23644,OCEANLIT,MANAGEMENT OF COASTAL PROTECTED NATURAL AREAS AFFECTED BY MARINE LITTER IN OCEAN ARCHIPELAGOS,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-09-01,2022-08-31,Cabildo de Gran Canaria,Spain,1,Coastal management and maritime issues | Sustainable management of natural resources,"OCEANLIT has as a general objective to reduce marine debris, helping the conservation and recovery of coastal and marine protected natural areas in ocean archipelagos.
The project will have an applied approach to contribute to reducing this waste based on three specific objectiv...",
keep.eu,https://keep.eu/projects/23643/,2026-06-01T04:30:59.246Z,23643,23643,MIMAR+,"MONITORING, CONTROL AND MITIGATION OF PROLIFERATIONS OF MARINE ORGANISMS ASSOCIATED WITH HUMAN DISTURBANCES AND CLIMATE CHANGE IN THE MACARONESIAN REGION",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-10-31,Viceconsejería de Lucha contra el Cambio,Spain,1,"Managing natural and man-made threats, risk management","With MIMAR+, the advances in MIMAR’s knowledge are consolidated and expanded, aiming to bring together interested agents throughout the region under the coverage of a Marine Observatory dedicated to carrying out a real assessment of the impacts that are generating the introduced...",
keep.eu,https://keep.eu/projects/23642/,2026-06-01T04:30:59.246Z,23642,23642,EELabs,LABORATORIES TO MEASURE THE ENERGY EFFICIENCY OF ARTIFICIAL NIGHT LIGHT IN PROTECTED NATURAL AREAS OF MACARONESIA.,2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-10-01,2022-09-30,Instituto de Astrofísica de Canarias,Spain,1,Energy efficiency,"The EELabs project seeks to respond to the impact and threat that the loss of darkness due to the increasing use of Artificial Night Light (LAN) has in natural ecosystems, such as 30 % of vertebrates and 60 % of invertebrates -nocturnes and very sensitive to light-.
EELabs’ goal...",
keep.eu,https://keep.eu/projects/23641/,2026-06-01T04:30:59.246Z,23641,23641,NEXTGENDEM,"EVOLUTIONARY MANAGEMENT OF THE ENDEMIC TERRESTRIAL PLANT DIVERSITY OF MACARONESIA THROUGH ACTIONS ON THREATENED SPECIES AND THE CREATION OF TOOLS OF GEOGRAPHICAL BIOINFORMATICS WITH APPLICATION TO THE CONSERVATION OF SPECIES, SPACES AND GENES.",2014 - 2020 INTERREG V-A Spain - Portugal (Madeira - Açores - Canarias (MAC)),2014-2020,closed,2019-11-01,2022-12-31,Jardín Botánico Canario 'Viera y Clavijo'-Unidad,Spain,1,Sustainable management of natural resources,"The NEXTGENDEM project complements genetic, taxonomic, ecological, geographical and computational lines of work to help managers make appropriate decisions based on the most current proven and validated scientific data at all times. The calculations will be made using various re...",
keep.eu,https://keep.eu/projects/22134/,2026-06-01T04:30:59.246Z,22134,22134,BODAH,Big and Open Data for the development of new processes towards Atlantic heritage management,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-04-01,2021-12-31,Concello de Santiago de Compostela,Spain,8,Cultural heritage and arts | Tourism,"Tourism is a major engine of economic development, but it also creates a burden difficult to bear among the inhabitants
Mass tourism is promoted for destinations of great cultural, historical and heritage importance, some of them also classified as World Heritage sites by UNESCO...",
keep.eu,https://keep.eu/projects/22133/,2026-06-01T04:30:59.246Z,22133,22133,NEUROATLANTIC,An Atlantic innovation platform on diagnosis and treatment of neurological diseases and aging,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,FUNDACION INSTITUTO DE INVESTIGACION SANITARIA DE SANTIAGO DE COMPOSTELA,Spain,9,Health and social services,"Neurological diseases are disorders that affect the central nervous system and can impair the brain, spinal cord, peripheral nerve or neuromuscular function. Most of diseases are directly related to ageing, being Alzheimer’s Disease (AD) and stroke especially relevant due to its...",
keep.eu,https://keep.eu/projects/22132/,2026-06-01T04:30:59.246Z,22132,22132,JONAS,Joint framework on ocean noise in the Atlantic Seas,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,"University College Cork, National University Of Ireland, Cork",Ireland,9,Coastal management and maritime issues | Climate change and biodiversity,"Jonas addresses the threats to marine biodiversity from noise pollution in the Northeast Atlantic, combining noise monitoring and associated risk management, on a transnational basis. Responding to state demand, JONAS will develop and manage an effective noise monitoring platfor...",
keep.eu,https://keep.eu/projects/22131/,2026-06-01T04:30:59.246Z,22131,22131,FAN-BEST,Funding Atlantic network for blue economy technology transfer,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Universidade de Santiago de Compostela,Spain,10,Clustering and economic cooperation | Knowledge and technology transfer,"Fan-BEST is aimed at promoting the transfer of technology to SMEs in blue biotechnology and the use of marine resources through a network of public and private entities focused on raising funds for the creation and scaling phase. Funds such as ventura, business angels, participa...",
keep.eu,https://keep.eu/projects/22127/,2026-06-01T04:30:59.246Z,22127,22127,EERES4WATER,Promoting energy-water nexus resource efficiency through renewable energy and energy efficiency,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Fundación Corporación Tecnológica de Andalucía (CTA),Spain,12,Renewable energy | Energy efficiency,"Historically, energy and water interactions (the nexus) have been considered on a regional or technology-by-technology basis. It is now required to follow an approach where deep knowledge of the nexus and the development of local policies, strategies and tools to reduce energy n...",
keep.eu,https://keep.eu/projects/22126/,2026-06-01T04:30:59.246Z,22126,22126,Blue-GIFT,Blue growth and innovation fast tracked,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2018-11-01,2021-10-31,European Marine Energy Centre,United Kingdom,7,Renewable energy | Knowledge and technology transfer,The development of a world leading Marine Renewable Energy (MRE) industry in the Atlantic regions represents a fantastic opportunity to stimulate economic development in these more peripheral areas. Combating climate change and securing energy supply are also major issues and MR...,
keep.eu,https://keep.eu/projects/22125/,2026-06-01T04:30:59.246Z,22125,22125,DURABLE,Maintenance drones and robots to enhance renewable energy systems in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Ecole Supérieure des Technologies Industrielles Avancées,France,12,Renewable energy,Aerospace and robotic technologies together with composites and additive manufacturing will be interweaved to produce full innovative solutions for a more efficient energy production. The use of support robots on solar panels and windmill engines will boost these clean energies...,
keep.eu,https://keep.eu/projects/22124/,2026-06-01T04:30:59.246Z,22124,22124,AtlanticCultureScape,Intangible cultural heritage inspired by designated land and seascapes in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,"Newry, Mourne and Down District Council",United Kingdom,7,Cultural heritage and arts | Tourism,"The Atlantic Area regions have a rich intangible cultural heritage but the ‘intangible’ element of cultural heritage has received relatively little attention in Atlantic Area.
AtlanticCultureScapes will focus on enhancing the tourism offering through the sustainable integration...",
keep.eu,https://keep.eu/projects/22122/,2026-06-01T04:30:59.246Z,22122,22122,NEPTUNUS,Water-Energy-Seafood nexus: eco-innovation and circular economy strategues in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-04-01,2022-03-31,Universidad de Cantabria,Spain,11,Clustering and economic cooperation | Agriculture and fisheries and forestry,"The transition to a circular economy provides opportunities, especially for the food sector. However, in a global food economy, investments and new alliances between regions will be necessary. It is important to balance environmental influences with social and economic gain in p...",
keep.eu,https://keep.eu/projects/22120/,2026-06-01T04:30:59.246Z,22120,22120,AGRITOX,Prevention / mitigation of mycotoxin contamination of food / feed by climate change,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-03-01,2021-12-31,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,Spain,8,"Managing natural and man-made threats, risk management | Agriculture and fisheries and forestry","Food and feed industries have a need for innovative analytic toxicity prevention strategies (e.g. toxicity alert systems and risk management plans) to produce safer food products for humans and animals.
AGRITOX aims to provide the Atlantic Area food and feed industries with info...",
keep.eu,https://keep.eu/projects/22119/,2026-06-01T04:30:59.246Z,22119,22119,NANOCULTURE,Risk assessment and mitigation of the presence of Nanomateirales in Atlantic aquaculture,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2022-01-01,International Iberian Nanotechnology Laboratory,Portugal,6,"Coastal management and maritime issues | Managing natural and man-made threats, risk management","As metallic NPs present important improvements in diverse industrial applications, the frequency of their application is growing exponentially. However, the studies of risks and mitigation of the presence of NPs in the environment are lagging far behind the rate of utilisation,...",
keep.eu,https://keep.eu/projects/22117/,2026-06-01T04:30:59.246Z,22117,22117,SEAFOOD-AGE,Smart and eco-innovative seafood processes and products for healthy ageing,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Agencia Estatal Consejo Superior de Investigaciones Científicas,Spain,14,Demographic change and immigration | Agriculture and fisheries and forestry,"SEAFOOD-AGE tackles a common challenge in the Atlantic Area: an ageing population. Older adults often suffer from illness or disability with the subsequent socioeconomic implications. Healthy ageing requires a healthy diet, and seafood products provide essential nutrients not al...",
keep.eu,https://keep.eu/projects/22116/,2026-06-01T04:30:59.246Z,22116,22116,CircularSeas,Turning ocean plastic waste into green products for maritime industries,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-04-01,2022-03-31,Leartiker S. Coop.,Spain,8,Coastal management and maritime issues | Waste and pollution,"CircularSeas promotes the Green Economy through the development of eco-innovative or green products or components by maritime industries. The approach includes the transfer of tools, through a combination of 3D printing technology and the use of marine plastic resute and biodegr...",
keep.eu,https://keep.eu/projects/22115/,2026-06-01T04:30:59.246Z,22115,22115,EMPORIA4KT,Empower academia for knowledge transfer for value creation in the Atlantic Area,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2019-01-01,2021-12-31,Universidade NOVA de Lisboa – Faculdade de Ciências e Tecnologia,Portugal,12,Clustering and economic cooperation | Knowledge and technology transfer,"Cultural diversity harmonization between the triple innovation helix key players (academia, business, government) is vital to foster knowledge transfer & innovation.
While businesses are profit oriented and governments’ focus on economic development, academia motivation is knowl...",
keep.eu,https://keep.eu/projects/22114/,2026-06-01T04:30:59.246Z,22114,22114,DiadES,Assessing and enhancing ecosystem services provided by diadromous fish in a climate change context,2014 - 2020 INTERREG VB Atlantic Area,2014-2020,closed,2018-04-19,2021-12-31,Institut National de Recherche en Sciences et Technologies pour l'Environnement et l'Agriculture,France,10,Sustainable management of natural resources | Agriculture and fisheries and forestry | Climate change and biodiversity,"Diadromous fish (shads, lampreys, eel, salmon, trout & mullet) are migratory, moving between fresh and marine waters. Through their journey, they provide ecosystem services (e.g. income, food, recreation) to local communities but few quantitative estimations exist. These service...",
keep.eu,https://keep.eu/projects/27366/,2026-06-01T04:30:59.246Z,27366,27366,ZeroCO2MED,Transition towards climate-neutral Interreg MED projects,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-12-31,Fundació Universitària Balmes,Spain,4,Climate change and biodiversity,"There is a growing need to evaluate the performance of public funded projects, not only in terms of scientific outputs but also from a sustainability perspective. The main outputs of ZeroCO2MED project will be: (i) the development of a carbon footprint accounting/mitigation/comp...",
keep.eu,https://keep.eu/projects/27365/,2026-06-01T04:30:59.246Z,27365,27365,STEPPING PLUS,STEPPING PLUS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,REGIONE PIEMONTE - Settore Sviluppo Energetico Sostenibile,Italy,8,Construction and renovation | Energy efficiency,"Innovative financial mechanism, such as Energy Performance Contracting (EPC) can be a valuable tool to foster investments in energy refurbishment of public buildings. Due to the former STEPPING project, the 3 GIVER Partners, coming from Italy and France, have acquired good exper...",
keep.eu,https://keep.eu/projects/27364/,2026-06-01T04:30:59.246Z,27364,27364,ALTER ECO PLUS,Underpinning mainstreaming processes of the Carrying Capacity Limit calculation tool to improve tourism policies and strategies in MED territories,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Universitè Ca' Foscari Venise - Département d'économie,Italy,6,Tourism | Community integration and common identity,"The pressures of tourism in MED are a major challenge for its sustainable future due to its seasonality and impact on limited geographic areas, which lead to an increase in the need for water resources and an increase in waste generation that exceeds carrying capacity limits (CC...",
keep.eu,https://keep.eu/projects/27363/,2026-06-01T04:30:59.246Z,27363,27363,WECAREMED,ToWards thE CARbon offsEtting in MED,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-09-30,ARPA Veneto - Agence régionale pour la protection de l'environnement dans la région du Veneto,Italy,4,Climate change and biodiversity,"The MED area is one of the most susceptible areas in Europe due to climate change. Any effort to reduce carbon footprint is an effort against climate change impacts on the Mediterranean environment, resources and citizens.WECAREMED will develop an integrated tool for MED project...",
keep.eu,https://keep.eu/projects/27362/,2026-06-01T04:30:59.246Z,27362,27362,COASTING PLUS,Transferring Coastal Integrated governance for sustainable tourism,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Federación Andaluza de Municipios y Provincias,Spain,6,"Governance, partnership | Tourism","In order to concretely promote sustainable coastal tourism in line with EU policies, COASTING PLUS builds upon COASTING efforts to introduce a tool for integrated governance of sustainable and responsible coastal tourism in Med area. COASTING tackled the fragmentation of respons...",
keep.eu,https://keep.eu/projects/27361/,2026-06-01T04:30:59.246Z,27361,27361,ChIMERA PLUS,ChIMERA for Urban Sustainability,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Région autonome Friuli Venezia Giulia - Département de la culture et des sports,Italy,5,Cultural heritage and arts | Clustering and economic cooperation,"Cultural and creative industries (CCIs) represent highly innovative SMEs. For participating regions CCIs is a strategic sector and can play an important role in the transition towards the EU green deal and urban sustainability. Indeed, ChIMERA + aims at transferring the ChIMERA...",
keep.eu,https://keep.eu/projects/27360/,2026-06-01T04:30:59.246Z,27360,27360,EMbleMatiC Plus,Transfer and dissemination of the values of sustainable tourism carried by the network of emblematic mountains of the Mediterranean hinterland through the process of developing eco-itineraries set up as part of the EMbleMatiC project.,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Syndicat Mixte CANIGÓ Grand Site,France,7,Sustainable management of natural resources | Tourism,"Initiated in 2013 through Leader program and extended in the framework of EMbleMatiC MED Project, the Emblematic Mediterranean Mountains network is today made-up of a dozen of the greatest: Olympus, Canigó, Pedraforca, Idà, Stromboli, …All these mountains are located in hinterla...",
keep.eu,https://keep.eu/projects/27359/,2026-06-01T04:30:59.246Z,27359,27359,TOURISMED MED PLUS,Fishing Tourism Model Multiplied and Mainstreamed at MED Level,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,"Fund de la Com. Valenciana para la investigación, promoción y estudios comerciales de Valenciaport",Spain,6,Sustainable management of natural resources | Tourism,TOURISMED has shown that fishing tourism is a replicable answer to the common MED challenges of finding new solutions for the depletion of marine resources and the decline of the artisanal fishing sector.TOURISMED showed that the bottleneck for the development of fishing tourism...,
keep.eu,https://keep.eu/projects/27358/,2026-06-01T04:30:59.246Z,27358,27358,PROMINENT PLUS,Public pROcureMent of INnovation boosting greEN growTh in MED area PLUS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Comune di Narni,Italy,10,Clustering and economic cooperation,"The transnational challenge of the project is to transfer innovation procurement knowledge and know-how developed and tested in previous Prominent MED project to new MED and Western Balkans countries, more specifically to municipalities (demand side) and supply side through tran...",
keep.eu,https://keep.eu/projects/27357/,2026-06-01T04:30:59.246Z,27357,27357,SISMA PLUS,SISMA Subsidy Evaluation Tool UPtake,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,Agenzia per l’energia del Friuli Venezia Giulia,Italy,6,Energy efficiency,"SISMA SET UP aims to bridge the gap between the actual need for deep energy retrofits of public buildings across MED countries and the access to innovative financial mechanisms making deep retrofit projects bankable and minimizing public expenditure. To this aim, exploitable and...",
keep.eu,https://keep.eu/projects/27356/,2026-06-01T04:30:59.246Z,27356,27356,PEFMED PLUS,Sharing and transferring Product Environmental Footprint experiences and methods to neighbouring countries of the Adriatic agrifood sector,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,"ENEA - Agence Nationale Italienne pour les Nouvelles Technologies, l'Energie et le Développement Economique Durable (Roma)",Italy,7,Clustering and economic cooperation | Agriculture and fisheries and forestry,Nowadays there is a huge debate on the footprinting of the agrifood supply chains and the related stakeholders have difficulties to understand their performances and how to mitigate their environmental impacts. Moreover the proliferation of environmental labels at market level i...,
keep.eu,https://keep.eu/projects/27355/,2026-06-01T04:30:59.246Z,27355,27355,EduFootprint PLUS,Transferring of EduFootprint Model to the Public Buildings in MED areas,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-03-01,2022-06-30,Institut pour l'innovation et le développement de l'Université de Ljubljana,Slovenia,6,Energy efficiency,The 2021 Annual Sustainable Growth Strategy and the Guidance on Resilience and Recovery Plans identified building renovation as a priority for national recovery plans.Recovery funds will be useful for those public authorities able to put in practice a clear and holistic strategy...,
keep.eu,https://keep.eu/projects/27354/,2026-06-01T04:30:59.246Z,27354,27354,GRASPINNO PLUS,GRASPINNO PLUS,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Terre di Siena Lab,Italy,6,Construction and renovation | Energy efficiency,"GRASPINNOPLUS aims to transfer key deliverables/outputs developed & tested at transnational level within GRASPINNO project such as Data-Base, eGPP Support tool & Life Cycle Costing tool (Unified Platform Package) to new MED territories. These instruments are expected to generate...",
keep.eu,https://keep.eu/projects/27353/,2026-06-01T04:30:59.246Z,27353,27353,CreativeWear Plus,Transferring the CreativeWear Model across the Mediterranean,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,Fondazione Museo del Tessuto di Prato,Italy,6,Clustering and economic cooperation,"CreativeWear Plus builds on the results of the MED CreativeWear project (2016-2019), which brought a new attention to creativity, personalised design, and artisan and small-scale production for territorially specific value chains for the Textile & Clothing (T&C) industry. Five C...",
keep.eu,https://keep.eu/projects/27352/,2026-06-01T04:30:59.246Z,27352,27352,ARISTOILPLUS,Not All Extra-Virgin Olive Oils are the same!,2014 - 2020 INTERREG VB Mediterranean,2014-2020,closed,2021-06-01,2022-06-30,EGTC EFXINI POLI,Greece,5,Agriculture and fisheries and forestry,"Starting from the experience of ARISTOIL, the project aims to increase consciousness of Mediterranean Olive oil actors on production methods which result in Extra Virgin Olive Oil (EVOO) rich in polyphenols and therefore a new product of higher value in the market and for the he...",
